"AGEGE24","PCT_BLACK","PCT_HISPANIC","PCT_GRAD_PROF","PCT_BORN_US","MEDIAN_HH_INC","UNEMP_RATE","SD_EARN_WNE_P10","COUNT_WNE_INDEP0_P10","PCT75_EARN_WNE_P6","COUNT_WNE_INDEP0_INC1_P6","COUNT_WNE_MALE0_P6","PCT10_EARN_WNE_P8","COUNT_NWNE_P9","GT_25K_P9","Aggrcluster_labels"
0.150000006,9.449999809,3.359999895,5.489999771,97.19999695,48143.59,3.539999962,21700,167,33600,61,58,4200,55,0.515503883,1
0.560000002,4.659999847,1.379999995,3.140000105,98.66999817,43751.02,3.839999914,20600,68,34000,34,185,4400,56,0.476744175,1
0.579999983,0.560000002,0.720000029,3.450000048,98.86000061,35684.79,3.470000029,17500,42,31900,36,80,3500,64,0.543209851,1
0.389999986,21.13999939,1.700000048,4.690000057,98.01000214,44897.39,3.859999895,22000,517,36000,324,955,5900,210,0.505832434,1
0.479999989,13.02000046,2.630000114,5.769999981,96.33000183,49308.49,3.549999952,25200,32,42605.7426151622,246.163120567376,43,7870.1794231206,11,0.557692289,1
0.129999995,6.349999905,2.369999886,7.230000019,96.27999878,60434.23,2.819999933,19800,241,36500,29,123,7200,63,0.5527426,1
0.419999987,22.54999924,3.799999952,6.760000229,94.5,56848.9,3.380000114,29139.2573970219,1005.53873317149,33500,246.163120567376,299,7870.1794231206,16,0.602409554380489,1
0.379999995,4.309999943,1.870000005,6.190000057,97.16999817,48448,2.970000029,34000,211,57300,57,444,16100,31,0.730088472,3
0.670000017,7.199999809,1.559999943,7.53000021,97.33000183,48993.08,3.279999971,21100,146,38600,48,780,4200,150,0.417302787,1
0.059999999,53.90000153,4.590000153,5.800000191,94.73999786,47796.63,5.369999886,18700,512,29200,245,504,4500,62,0.481481493,1
0.270000011,71.69000244,2.74000001,5.059999943,96.47000122,43059.02,6.25,19800,190,34100,89,195,5000,50,0.510204077,1
0.129999995,9.239999771,4.260000229,7.079999924,94.62999725,59528.63,3.049999952,32200,1028,39400,174,650,8400,187,0.62854892,1
0.529999971,3.880000114,1.539999962,5.699999809,97.83000183,43510.38,3.559999943,27500,292,44500,100,608,10500,61,0.713963985,1
0.569999993,1.039999962,1.590000033,4.230000019,98.11000061,38027.48,3.329999924,18600,89,34500,53,174,4300,59,0.501960814,1
0.300000012,10.38000011,2.170000076,4.429999828,97.91000366,49230.32,3.190000057,24400,190,37800,55,252,5700,50,0.59523809,1
0.050000001,6.599999905,3.210000038,7.849999905,95.51999664,57523.24,2.940000057,33700,420,40700,71,203,10500,44,0.702247202,3
0.660000026,9.5,1.25999999,4.170000076,98.41000366,41761.19,3.920000076,19000,31,38400,26,95,3700,34,0.392523378,1
0.560000002,1.419999957,1.879999995,5.75,97.52999878,40684.28,3.24000001,14400,1005.53873317149,24100,25,2870.90384615385,7870.1794231206,11,0.602409554380489,1
0.75,39.11999893,8.350000381,9.180000305,88.75,57734.66,4.159999847,131300,1005.53873317149,105200,246.163120567376,68,32500,3,0.935483873,2
0.150000006,22.17000008,3.049999952,8.829999924,95.41000366,60136.29,3.599999905,18500,108,30400,29,84,5800,32,0.532786906,1
0.639999986,66.68000031,2.430000067,5.239999771,96.55999756,45363,5.949999809,25000,128,34600,108,337,6900,75,0.534883738,1
0.300000012,40.61999893,2.75,7.670000076,95.73000336,58823.6,4.099999905,35500,2685,45300,730,2508,9600,476,0.702134311,3
0.209999993,13.18999958,3.089999914,7.400000095,95.26999664,60340.43,3.230000019,35800,4118,43000,877,3469,9600,579,0.698113203,3
0.639999986,2.25,2.339999914,3.700000048,97.55000305,41039.33,3.230000019,18600,178,37600,116,193,3700,209,0.48780489,1
0.370000005,6.860000134,3,5.139999866,96.55000305,50528.09,3.349999905,22700,534,37100,219,865,4900,220,0.497467071,1
0.589999974,8.520000458,2.690000057,6.440000057,95.94999695,59082.22,3.519999981,20700,29,38000,20,105,5900,37,0.613636374,1
0.150000006,14.47000027,2.880000114,5.619999886,96.41000366,51720.9,3.420000076,22700,1456,42200,725,113,9900,229,0.727230072,1
0.620000005,18.82999992,2.880000114,4.949999809,96.12000275,55428.07,3.119999886,17000,53,27600,21,2870.90384615385,3900,59,0.513618648,1
0.529999971,22.68000031,4.050000191,7.360000134,93.5,53070.25,3.450000048,23800,759,37100,344,1382,6600,262,0.591783226,1
0.620000005,12.28999996,1.309999943,3.589999914,98.63999939,43515.04,3.950000048,17000,29,35000,24,90,4400,31,0.469565213,1
0.310000002,10.65999985,3.269999981,9.43999958,94.98999786,65443.71,3.029999971,33700,46,42605.7426151622,246.163120567376,2870.90384615385,7870.1794231206,9,0.602409554380489,3
0.680000007,7.789999962,1.039999962,4.309999943,98.54000092,41460.17,3.730000019,18300,43,29600,31,208,3700,92,0.395161301,1
0.680000007,7.590000153,1.470000029,3.720000029,98.51000214,46779.51,3.49000001,19400,1005.53873317149,37100,15,78,5600,56,0.464285702,1
0,15.34000015,5.300000191,13.72999954,92.65000153,73395.81,2.859999895,54100,1005.53873317149,53700,19,127,10800,15,0.803636372,2
0.680000007,28.20999908,1.99000001,3.460000038,98.44999695,41828.36,3.799999952,18700,1005.53873317149,35100,14,114,6600,40,0.433333337,1
0.449999988,2.920000076,1.179999948,5.940000057,98.12999725,44967.61,3.160000086,28200,853,36900,370,1304,5700,403,0.531942606,1
0.550000012,5.590000153,0.980000019,3.539999962,98.84999847,39132.87,3.039999962,19700,63,30500,49,108,3900,46,0.410447747,1
0.469999999,58.79000092,2.720000029,6.010000229,96.08000183,49779.97,5.230000019,21200,1437,31800,1017,2759,5800,568,0.479026228,1
0.550000012,6.21999979,3.25,4.989999771,96.58999634,49716.22,3.24000001,21400,94,43300,60,164,4900,46,0.53801167,1
0.01,12.28999996,4.900000095,14.14000034,92.41000366,69475.78,2.930000067,38100,1005.53873317149,47300,25,113,10700,20,0.746478856,2
0.50999999,0.129999995,0.550000012,3.200000048,99.23999786,32793.24,3.779999971,15000,26,33100,30,122,7870.1794231206,56,0.483443707,1
0.579999983,1.230000019,1.309999943,3.799999952,98.55000305,38981.59,3.200000048,19200,69,33700,50,151,4400,61,0.467999995,1
0.589999974,2.160000086,3.329999924,3.400000095,97.04000092,41790.16,3.170000076,19900,48,37900,19,97,5600,57,0.510791361,1
0.560000002,20.5,1.610000014,4.449999809,98.11000061,45592.63,3.74000001,20400,125,37500,85,209,5500,90,0.554896116,1
0.649999976,9.220000267,1.25,7.21999979,97.77999878,47613.49,3.420000076,18600,88,34100,53,329,4300,137,0.417142868,1
0.519999981,39.45000076,1.120000005,3.99000001,98.87999725,45597.45,3.549999952,19600,40,34400,36,52,3300,40,0.416666657,1
0.400000006,8.18999958,1.429999948,9.06000042,97.16000366,53399.64,3.109999895,24100,1142,37600,453,1439,5800,477,0.524197638,1
0.090000004,12.31999969,8.800000191,7.96999979,89.65000153,60144.84,3.230000019,41600,506,48800,88,362,6600,96,0.661211133,2
0.660000026,9.43999958,4.78000021,8.109999657,94.87999725,55368.03,3.519999981,67900,1005.53873317149,118500,246.163120567376,101,37600,1,0.920000017,2
0.239999995,4.269999981,2.75,5.650000095,97.48999786,48462.92,3.24000001,29400,279,43200,67,296,11300,45,0.692982435,1
0.159999996,18.70000076,2.400000095,7.639999866,96.05999756,55964.16,3.400000095,29500,1628,42700,379,1457,10300,176,0.717073143,1
0.150000006,11.34000015,2.359999895,9.520000458,95.75,60752.93,3.029999971,58100,4191,53400,702,2747,11600,507,0.769773722,2
0.180000007,16.71999931,1.850000024,5.119999886,97.54000092,48533.54,3.579999924,30300,1243,39900,330,1229,9500,200,0.673306763,1
0.519999981,5.639999866,1.159999967,6.869999886,97.83000183,48915.99,3.029999971,36600,56,48300,14,29,10800,32,0.673202634,1
0.479999989,3.950000048,1.50999999,7.460000038,97.38999939,48032.39,3.269999981,15800,37,42605.7426151622,14,2870.90384615385,2600,32,0.270000011,1
0.239999995,39.41999817,4.150000095,6.989999771,93.94999695,53809.87,4.239999771,33700,1646,41300,415,1311,8400,210,0.678857744,3
0.180000007,5.03000021,2.140000105,5.920000076,97.05000305,49227.15,3.109999895,32300,1673,44700,357,1326,10000,253,0.724430323,1
0.360000014,12.43999958,3.789999962,6.96999979,94.72000122,59625.44,3.039999962,39100,324,51800,68,308,7900,61,0.752107918,2
0.449999988,2.339999914,1.070000052,6.059999943,98.19999695,45091.73,3.089999914,22200,741,34200,357,1068,4600,361,0.513403714,1
0.519999981,6.739999771,2.49000001,6.480000019,96.58999634,49705.55,3.210000038,29700,483,42200,132,557,10300,78,0.769138753,1
0.280000001,17.10000038,3.25,7.159999847,96.08999634,58820.27,3.329999924,34900,415,53500,90,539,12200,66,0.735849082,3
0.059999999,13.18000031,6.449999809,14.22999954,89.86000061,76279.78,2.960000038,79100,961,77200,98,456,19700,86,0.858307838,2
0.449999988,9.470000267,2.289999962,5.179999828,96.61000061,56576.27,2.910000086,25200,832,39700,316,1526,5300,312,0.563772023,1
0.419999987,2.640000105,1.909999967,4.320000172,97.68000031,42742.32,3.440000057,22800,918,34100,487,1317,6100,391,0.495990127,1
0.529999971,26.62000084,1.639999986,5.340000153,97.93000031,45915.04,4.099999905,21300,108,27900,49,340,3600,102,0.322352946,1
0.059999999,8.140000343,16.35000038,8.960000038,90.91999817,67136.19,3.359999895,38700,1220,50000,156,629,9600,176,0.728260875,3
0.5,8.300000191,23.87999916,5.789999962,89.66999817,67051.89,3.50999999,30700,291,51600,143,444,5500,130,0.572972953,3
0.5,5.429999828,24.93000031,5.53000021,91.75,47874.78,3.579999924,27200,1049,42700,439,1647,5800,384,0.592274666,1
0.430000007,17.04999924,11.80000019,4.789999962,93.68000031,43746.75,3.789999962,35800,796,38300,492,922,5500,358,0.522284985,1
0.140000001,5.269999981,27.72999954,5.760000229,92.08999634,49632.36,3.529999971,35300,1524,47200,336,1060,9700,203,0.729007661,1
0.219999999,8.569999695,14.48999977,6.440000057,91.73000336,61756.37,3.369999886,34600,1005.53873317149,42605.7426151622,15,31,7870.1794231206,13,0.647727251,3
0.680000007,16.54999924,22.11000061,6.829999924,84.90000153,63457.57,3.50999999,20600,65,35400,28,337,4300,62,0.549618304,3
0.349999994,15.89000034,25.20999908,8.789999962,82.55999756,66013.77,3.779999971,29900,801,40700,219,1029,5400,229,0.625736713,3
0.02,7.309999943,16.07999992,10.55000019,88.27999878,74623.54,2.809999943,35200,1005.53873317149,50500,30,158,11500,35,0.834224582,3
0.469999999,8.979999542,29.21999931,9.859999657,85.84999847,66212.06,3.049999952,31600,2627,42600,1086,4491,7300,713,0.661404908,3
0.579999983,7.980000019,27.12000084,11.18999958,85.91000366,68079.01,2.720000029,17900,39,42605.7426151622,26,2870.90384615385,2600,27,0.402173907,3
0.417103848089873,12.7999290103605,13.0713443534182,7.86050931752731,88.9452664992068,58099.0155001075,3.84046246857668,29139.2573970219,1005.53873317149,74100,246.163120567376,193,7870.1794231206,2,0.949999988,3
0.74000001,14.39999962,16.93000031,17.01000023,82.84999847,72825.69,3.329999924,152900,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,50800,1,0.984615386,2
0.029999999,9.579999924,18.68000031,10.05000019,88.18000031,73627.32,3.119999886,44300,2667,58400,354,1577,13000,272,0.828368783,2
0.349999994,4.170000076,61.45000076,4.420000076,95.12000275,40544.69,3.75999999,28000,697,42200,410,772,5100,217,0.52675277,1
0.180000007,11.88000011,19.18000031,9.420000076,90.01000214,58049.01,3.420000076,35000,3036,47800,848,1948,8100,469,0.687720418,3
0.540000021,31.45000076,7.190000057,5.880000114,93.97000122,48574.41,4.289999962,17800,418,32300,356,1534,6600,118,0.574585617,1
0.200000003,19.54999924,38.18000031,5.960000038,76.48999786,57044.74,4.420000076,18300,160,37300,62,2870.90384615385,9800,49,0.605263174,1
0.469999999,9.720000267,25.04000092,4.679999828,90.83999634,60212.95,4.079999924,33900,264,48300,168,283,5600,119,0.574786305,3
0.5,10.75,23.35000038,10.40999985,79.72000122,72359.83,2.99000001,30300,638,47100,263,747,7500,170,0.660540521,3
0.439999998,43.77000046,17.62999916,6.019999981,89.44000244,58539.48,4.619999886,22600,904,37900,370,855,5800,152,0.554609954,1
0.649999976,24.46999931,15.18999958,5.010000229,85.40000153,51396.36,3.75999999,25700,559,40000,308,1780,5200,466,0.641218007,1
0.419999987,15.47000027,19.73999977,9.229999542,91.44999695,46021.67,3.75,14300,33,42605.7426151622,246.163120567376,2870.90384615385,7870.1794231206,27,0.229729727,1
0.360000014,6.590000153,18.62000084,6.199999809,94.26999664,46967.75,4.139999866,26500,895,38900,387,873,5500,184,0.586206913,1
0.25,7.050000191,19.61000061,4.340000153,92.94999695,45270.71,3.309999943,32400,275,41900,113,218,4400,53,0.598615944,1
0.400000006,8.119999886,24.65999985,9.739999771,87.76999664,72128.5,2.809999943,35000,242,51500,33,293,13100,52,0.761772871,3
0.400000006,6.25,12.81999969,7.300000191,91.62000275,64638.91,3.059999943,28900,487,45800,244,1134,5300,184,0.63113898,3
0.230000004,5.139999866,45.34999847,7.039999962,90.41999817,54287.8,3.940000057,32700,1711,49900,456,1476,12500,233,0.78944701,3
0.519999981,8.840000153,16.29000092,11.11999989,84.76999664,83172.47,2.690000057,27300,101,36600,20,346,2700,35,0.445378155,3
0.439999998,14.30000019,17.11000061,8.069999695,88.31999969,71641.68,3.130000114,54300,564,55500,98,715,10000,150,0.753170729,2
0.5,11.59000015,16.15999985,9.140000343,87.62999725,69721.15,3.200000048,35000,83,41600,14,60,12100,25,0.762295067,3
0.629999995,18.06999969,21.54999924,6.079999924,88.58000183,55194.36,3.75,24900,52,45800,15,64,7200,21,0.614173234,1
0.079999998,8.699999809,15.02999973,11.39999962,87.61000061,75912.69,2.869999886,36800,309,50300,26,176,8500,67,0.765886307,2
0.419999987,4.25,54.13999939,6.159999847,92.73999786,48967.31,4.489999771,30300,1532,43600,844,1725,6200,499,0.567147195,1
0.079999998,16.55999947,11.47000027,5.679999828,92.91000366,56363.11,3.589999914,27900,513,45000,104,233,10700,69,0.723226726,1
0.629999995,21.12000084,6.559999943,4.920000076,95.87999725,44204.3,3.720000029,24800,81,41200,23,334,9800,41,0.796610177,1
0.360000014,14.94999981,13.52999973,6.429999828,91.18000031,57562.14,3.5,28400,1156,46100,308,1455,10500,213,0.717480898,3
0.469999999,21.11000061,24.37000084,5.460000038,84.66999817,59222,3.900000095,28200,809,39600,473,1308,6600,277,0.612228453,1
0.49000001,33.70999908,29.13999939,6.420000076,81.11000061,53236.19,4.769999981,24800,703,39100,434,1243,6000,243,0.568007648,1
0.349999994,3.049999952,79.44999695,4.659999847,70.47000122,43178.32,5.360000134,24200,4603,34100,2964,3466,6200,1380,0.490709454,1
0.469999999,4.099999905,75.87000275,4.420000076,70.48000336,42295.43,5.320000172,25500,464,36800,297,507,5600,195,0.59635669,1
0.469999999,4.099999905,75.87000275,4.420000076,70.48000336,42295.43,5.320000172,25500,464,36800,297,507,5600,195,0.59635669,1
0.50999999,3.819999933,23.31999969,6.079999924,92.86000061,48205.7,3.369999886,18500,1005.53873317149,42605.7426151622,10,2870.90384615385,7870.1794231206,23,0.32911393,1
0.319999993,12.60999966,18.81999969,8.710000038,87.44999695,69396.45,3.200000048,31500,434,43500,159,8725,6100,222,0.60914582,3
0.600000024,21.54000092,26.92000008,5.539999962,84.91000366,51641.65,3.930000067,15300,25,23700,16,2870.90384615385,4300,66,0.288025886,1
0.409999996,3.920000076,19.54999924,4.699999809,91.30999756,49918.97,3.099999905,29700,210,46700,79,212,3200,82,0.554054081,1
0.449999988,22.40999985,23.62000084,8.729999542,87.83000183,47024.19,5.369999886,32800,337,44900,163,356,6300,125,0.565891445,1
0.50999999,6.420000076,7.400000095,5.860000134,94.98999786,51981.82,2.950000048,26900,426,42700,189,823,6000,173,0.620938599,1
0.589999974,6.929999828,50.00999832,7.320000172,88.13999939,55040.41,3.529999971,27200,242,44700,154,229,7200,130,0.631257653,3
0.109999999,5.829999924,17.01000023,7.5,92.76000214,59593.97,3.329999924,34400,725,51300,103,398,10100,74,0.737346113,3
0.430000007,12.93000031,10.46000004,4.360000134,93.88999939,50517.91,3.390000105,37500,719,40500,385,1054,4400,276,0.553097367,1
0.419999987,6.659999847,14.89000034,4.769999981,92.80000305,52377.48,3.220000029,28800,390,43400,205,676,5000,133,0.575296104,1
0.270000011,19,22.97999954,10.18999958,79.13999939,72476.33,3.700000048,47000,305,52200,81,470,9800,72,0.766211629,2
0.569999993,10.93000031,24.37999916,7.590000153,86.22000122,67975.01,3.849999905,34700,349,55500,78,1022,13600,148,0.829375565,2
0.469999999,27.62000084,34.54000092,7.920000076,74.19000244,55501.24,4.829999924,30200,3437,43500,2000,5586,7900,1466,0.614501417,3
0.409999996,23.10000038,33.18999863,7.739999771,76.94000244,59551.33,4.409999847,37200,1722,53700,655,2409,10900,327,0.770090222,2
0.670000017,9.970000267,30.51000023,6.039999962,90.23000336,60679.92,3.25999999,31100,92,53500,30,475,12500,53,0.815789461,3
0.230000004,16.97999954,26.29999924,9.359999657,79.97000122,68874.27,3.819999933,48000,5411,60900,1471,4099,13200,698,0.803759515,2
0.419999987,5.380000114,33.38999939,4.440000057,92.37999725,44997.52,3.690000057,28500,420,39800,200,683,5600,204,0.570247948,1
0.159999996,7.570000172,21.51000023,6.329999924,91.48999786,55883.95,3.470000029,30100,444,43800,90,212,9500,81,0.660988092,1
0.170000002,23.63999939,30.44000053,6.849999905,85.59999847,57117.25,4.039999962,24800,263,42000,99,168,5200,44,0.594982088,1
0.430000007,6.789999962,46.72999954,8.699999809,87.16000366,59715.43,3.450000048,39300,746,53800,162,1199,11800,114,0.744661927,2
0.439999998,1.929999948,82.19999695,4.829999924,68.30999756,42372.71,5.309999943,15900,269,26000,174,520,3900,247,0.329938889,1
0.289999992,17.42000008,14.96000004,4.519999981,90.94000244,43424.19,3.410000086,21900,98,35200,40,95,3700,28,0.474074066,1
0.07,36.29999924,19.21999931,5.599999905,88.68000031,49930.58,4.789999962,16300,267,31100,113,169,4200,52,0.4939394,1
0.379999995,21.02000046,19.20000076,7.449999809,86.73000336,62694.41,3.720000029,20800,69,32100,14,58,4900,26,0.481481493,3
0.430000007,18.88999939,9,5.289999962,94.16999817,48139.01,3.99000001,27400,777,43900,489,1166,5400,315,0.51746726,1
0.230000004,23.96999931,13.22000027,5.130000114,91.26000214,53474.77,4.199999809,33600,1733,49700,539,1520,8500,376,0.722199738,3
0.479999989,15.82999992,4.46999979,3.230000019,96.84999847,48938.24,4.760000229,27800,249,45400,163,639,3800,167,0.51243782,1
0.430000007,30.63999939,13.09000015,3.599999905,91.09999847,45477.14,5.389999866,28700,338,36900,209,347,5500,156,0.527331173,1
0.639999986,0.430000007,94.34999847,4.230000019,69.75,37939.79,5.230000019,12200,28,21000,26,2870.90384615385,4900,70,0.175531909,1
0.209999993,0.550000012,93.09999847,5,70.22000122,40784.46,4.980000019,27300,1868,37700,1294,1328,7500,400,0.537520409,1
0.270000011,0.870000005,90.73000336,5.869999886,71.48999786,43910.56,4.75,28500,933,48400,417,979,13100,99,0.789184213,1
0.50999999,14.96000004,24.87000084,4.480000019,87.01000214,58603.18,4.269999981,36300,487,47100,258,745,4800,258,0.53961885,3
0.660000026,14.81999969,16.17000008,7.800000191,88.59999847,63985.71,3.460000038,41300,487,61100,94,711,13800,143,0.837780893,2
0.389999986,17.28000069,23.18000031,6.28000021,85.04000092,61770.1,3.609999895,22700,1456,42200,419,113,6800,199,0.669330657,1
0.340000004,5.320000172,25.67000008,7.289999962,93.65000153,51468.15,3.299999952,46700,457,48900,75,352,12300,107,0.713075042,2
0.50999999,21.11000061,18.96999931,5.599999905,91.65000153,55565.02,4.559999943,34700,314,44400,183,454,4100,189,0.551937997,3
0.189999998,11.57999992,17.13999939,7.460000038,90.30000305,62566.96,3.099999905,41300,812,50300,122,591,11900,120,0.762430966,2
0.419999987,16.10000038,17.20000076,6.519999981,93.05000305,47408.39,3.75,25500,1155,40000,457,1784,6300,366,0.614868641,1
0.180000007,7.460000038,22.36000061,6.570000172,91.76000214,52571.87,3.769999981,34800,475,46700,124,333,10800,67,0.729335487,3
0.50999999,5.099999905,26.17000008,7.650000095,94.33000183,48583.31,3.210000038,30200,52,66400,246.163120567376,2870.90384615385,16600,7,0.878980875,3
0.389999986,6.960000038,35.38999939,5.489999771,90.45999908,49761.38,3.660000086,38200,579,48600,336,656,6400,203,0.614646912,1
0.230000004,10.30000019,13.64999962,6.710000038,91.62000275,57712.44,3.200000048,31800,1220,55300,239,925,11300,194,0.731645584,3
0.529999971,4.949999809,50.09999847,8.029999733,87.87000275,57409.13,3.299999952,17700,1005.53873317149,42605.7426151622,11,2870.90384615385,7870.1794231206,16,0.316455692,1
0.310000002,18.75,19.82999992,7.570000172,87.01000214,62645.92,3.710000038,23600,162,39500,57,202,2800,35,0.494252861,3
0.5,4.489999771,69.16999817,5.070000172,81.51999664,43098.67,4.869999886,19100,608,27300,470,1984,4000,601,0.370301634,1
0.370000005,32.59999847,34.22000122,5.340000153,81.16000366,55457.88,4.480000019,21600,732,41700,379,932,7500,233,0.624020875,1
0.519999981,19.13999939,43.04999924,5.460000038,81.13999939,51450.82,4.489999771,19600,1264,28200,696,3606,4000,655,0.45467782,1
0.730000019,15.31000042,32.54999924,7.550000191,75.73000336,58575.98,3.769999981,16800,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,4400,39,0.276315778,1
0.319999993,17.56999969,17.07999992,4.929999828,91.15000153,55505.8,3.849999905,25000,1345,39900,593,1688,6000,254,0.596452355,1
0.660000026,24.29000092,46.49000168,4.300000191,74.76000214,48776.09,4.760000229,14700,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,7870.1794231206,25,0.216216221,1
0.460000008,15.22999954,22.20000076,6.510000229,84.73999786,68473.02,3.519999981,30000,2772,46300,1394,4485,7000,933,0.609481931,3
0.479999989,13.68999958,24.95999908,9.75,78.91999817,66250.74,3.25999999,30800,467,44800,244,714,9000,130,0.658904135,3
0.219999999,11.06999969,17.06999969,8.93999958,88.12999725,72891.36,3.089999914,35100,5626,50100,960,4980,11300,711,0.755750775,3
0.370000005,13.56000042,13.76000023,4.300000191,91.13999939,43446.89,3.299999952,24500,390,38100,213,465,6300,155,0.497615248,1
0.730000019,13.5,19,8.079999924,85.59999847,62591.31,3.589999914,44200,107,76800,37,32,8700,48,0.688259125,2
0.430000007,4.389999866,43.66999817,3.74000001,87.94999695,43302.87,4.699999809,35200,596,48100,389,708,6600,229,0.589810014,1
0.360000014,15.75,18.02000046,7.519999981,87.20999908,70358.17,3.24000001,21400,153,30000,44,2870.90384615385,2700,97,0.38032788,3
0.389999986,12.86999989,22.86000061,8.079999924,85.19000244,61768.59,3.460000038,19400,210,31900,82,606,4400,104,0.348101258,1
0.360000014,7.710000038,56.54000092,6.019999981,84.61000061,52505.04,4.010000229,26800,440,46100,144,442,10500,91,0.766490757,1
0.180000007,0.910000026,86,4.610000134,70.98000336,35906.7,6.28000021,30500,4156,45800,2104,2839,9700,357,0.701137781,1
0.300000012,0.689999998,87.05999756,4.820000172,70.01999664,34960.98,6.420000076,28300,2470,41000,1464,1731,8200,470,0.581341326,1
0.400000006,23.01000023,6.769999981,4.949999809,95.29000092,42941.94,3.809999943,30900,282,41100,179,392,5800,144,0.572831452,1
0.439999998,13.31000042,6.730000019,5.139999866,95.72000122,44595.96,3.390000105,24200,562,37300,388,1023,4700,305,0.529739797,1
0.300000012,41.34999847,21.98999977,5.639999866,86.54000092,52585.23,4.920000076,19500,277,37200,113,112,4400,81,0.570841908,1
0.079999998,34.24000168,21.71999931,6.570000172,85.55999756,57579.55,4.579999924,31200,2147,45200,585,1137,7000,266,0.627044737,3
0.239999995,10.05000019,19.17000008,5.010000229,91.31999969,46470.06,4.019999981,26100,236,40100,158,213,4900,62,0.56639564,1
0.129999995,10.72000027,17.06999969,14.21000004,85.33000183,77707.58,3.109999895,98100,461,84700,47,176,18200,44,0.883950591,2
0.460000008,18.13999939,21.45999908,9.479999542,79.58000183,64870.98,3.49000001,30200,1077,41300,547,1101,6600,352,0.649502635,3
0.479999989,3.930000067,70.66999817,4.989999771,81.76000214,41882.77,5.150000095,21800,1341,29500,863,3633,5400,397,0.440182656,1
0.270000011,7.059999943,29.25,11.5,85.30000305,71197.81,3.059999943,46900,830,52900,153,812,12400,143,0.764822125,2
0.50999999,11.81000042,52.99000168,5.579999924,87.65000153,49609.21,3.99000001,24700,1705,40200,907,1823,5500,633,0.57463938,1
0.180000007,13.76000023,26.69000053,10.63000011,79.76999664,71790.89,3.619999886,59900,347,51000,89,218,11200,70,0.785876989,2
0.159999996,13.72999954,18.97999954,7.5,88.77999878,63900.24,3.5,34500,3252,49800,683,2618,11900,352,0.780509472,3
0.430000007,6.440000057,54.65999985,7.210000038,86.66000366,51882.34,3.730000019,28800,3333,39300,1704,3555,6600,951,0.584491432,1
0.430000007,14.65999985,33.95000076,5.480000019,81.63999939,61495.77,4.309999943,31900,2170,46700,1110,2706,7400,576,0.634878278,3
0.25999999,3.539999962,24.29999924,8.5,91.54000092,58273.81,2.74000001,29900,256,45100,41,290,8200,53,0.708092511,3
0.419999987,4.639999866,33.27999878,6.559999943,92.34999847,53314.25,3.359999895,17400,41,21900,17,2870.90384615385,3300,20,0.246753246,1
0.109999999,5.699999809,54.41999817,7.550000191,84.36000061,56236.53,3.890000105,33800,642,50700,123,386,15300,64,0.806936443,3
0.280000001,6.300000191,30.59000015,6.5,94.12000275,46458.66,3.569999933,36000,2380,42500,735,1657,8000,483,0.599515378,1
0.529999971,0.379999995,89.51000214,3.579999924,71.93000031,32125.19,7.139999866,24100,151,30000,160,1179,7200,83,0.377011508,1
0.579999983,0.519999981,88.11000061,4.840000153,67.66999817,34943.1,6.369999886,24800,183,29600,130,991,5000,102,0.32397005,1
0.150000006,9.729999542,16.17000008,13.39000034,85.31999969,82038.46,2.819999933,72400,1098,79200,145,603,13600,134,0.826401472,2
0.449999988,3.160000086,78.88999939,2.069999933,86.33999634,39047.26,4.590000153,15800,87,26500,62,673,3500,86,0.321766555,1
0.289999992,1.019999981,81.09999847,3.890000105,75.56999969,33388.81,6.699999809,27000,1143,37400,739,951,6800,233,0.523571432,1
0.200000003,10.52000046,17.29000092,6.409999847,91.30000305,59789.49,3.519999981,28600,475,40000,98,324,6800,97,0.610951006,1
0.01,6.929999828,20.63999939,11.64999962,88.55999756,75446.44,2.910000086,45700,1005.53873317149,54300,33,189,15200,12,0.804195821,2
0.170000002,15.02000046,15.05000019,7.179999828,90.27999878,60702.32,3.599999905,34300,2477,47800,519,2259,11800,330,0.760083675,3
0.189999998,7.199999809,28.62000084,9.210000038,88.41000366,66830.13,3.25999999,36800,5259,51200,929,4539,12800,593,0.794263124,3
0.25,11.15999985,20.48999977,7.139999866,86.43000031,57388.77,3.880000114,33000,195,56400,52,136,5500,49,0.705521464,3
0.119999997,30.85000038,15.27000046,6.829999924,88.38999939,55737.34,4.380000114,21500,1005.53873317149,28200,55,58,2400,22,0.420168072,1
0.289999992,3.430000067,61.72999954,5.260000229,80.23999786,40704.93,5.480000019,29300,589,44300,230,437,9100,107,0.719780207,1
0.25999999,8.43999958,15.10000038,6.380000114,91.69999695,55170.11,3.539999962,32800,1929,49400,372,1791,11800,294,0.773284316,3
0.430000007,13.72999954,18.62999916,6.889999866,87.33999634,65535.29,3.220000029,27600,2933,43200,1552,5526,6600,784,0.636085629,3
0.439999998,12.15999985,18.71999931,6.429999828,92.15000153,53941.2,3.160000086,26400,538,40000,219,1257,6200,137,0.602739751,1
0.600000024,10.40999985,21.37999916,11.57999992,83.84999847,74002.01,3.160000086,124100,29,82100,246.163120567376,108,34500,9,0.937799037,2
