"AGEGE24","PCT_BLACK","PCT_HISPANIC","PCT_GRAD_PROF","PCT_BORN_US","MEDIAN_HH_INC","UNEMP_RATE","SD_EARN_WNE_P10","COUNT_WNE_INDEP0_P10","PCT75_EARN_WNE_P6","COUNT_WNE_INDEP0_INC1_P6","COUNT_WNE_MALE0_P6","PCT10_EARN_WNE_P8","COUNT_NWNE_P9","GT_25K_P9","Aggrcluster_labels"
0.050000001,3.289999962,2.849999905,7.150000095,95.37999725,63548.87,3.019999981,27400,538,44900,59,278,12100,47,0.738165677,3
0.100000001,0.610000014,1.50999999,5.630000114,97.63999939,59845.91,2.950000048,18200,157,30000,26,2870.90384615385,3100,15,0.319526613,1
0.119999997,1.049999952,2.019999981,6.039999962,96.98999786,54641.42,3.059999943,27700,2471,45000,273,1384,13900,180,0.737699091,1
0.449999988,7.840000153,2.589999914,7.050000191,91.80999756,76055.78,2.74000001,29500,1046,47100,205,1256,8100,197,0.704260647,3
0.730000019,7.960000038,9.270000458,7.71999979,93.16000366,60277.72,3.160000086,28900,422,42500,117,3303,6800,269,0.676417887,1
0.360000014,4.829999924,3.50999999,10.19999981,91.81999969,78826.64,2.470000029,29400,1487,45800,322,1609,8900,270,0.680272102,3
0.059999999,4.179999828,3.730000019,6.909999847,94.69000244,65000.36,2.970000029,25000,459,39300,59,262,6900,65,0.575289547,3
0.360000014,1.279999971,2.579999924,6.019999981,96.69000244,49463.44,3.559999943,26100,1109,45200,293,944,10500,54,0.693042278,1
0.219999999,3.220000029,2.849999905,7.539999962,94.94000244,70065.41,2.720000029,32100,673,45900,85,586,6500,129,0.660674155,3
0.620000005,2.410000086,2.730000019,7.880000114,95.16000366,65224.92,2.630000114,37900,37,55700,246.163120567376,222,10600,24,0.688888907,2
0.170000002,1.200000048,2.670000076,5.869999886,96.41000366,53222.25,3.690000057,22200,1005.53873317149,42605.7426151622,16,33,7870.1794231206,19,0.454545468,1
0.550000012,0.689999998,1.289999962,3.829999924,98.25,57708.09,3.5,21700,107,44500,20,209,6300,50,0.530172408,1
0.239999995,21.04000092,7.239999771,5.239999771,86.02999878,50141.73,4.579999924,24300,161,35900,45,58,6800,36,0.51219511,1
0.319999993,2.25,2.460000038,8.260000229,94.43000031,64397.56,2.630000114,27600,1316,43700,229,1194,9000,186,0.675133705,3
0,1.970000029,2.650000095,8.06000042,95.58000183,70918.96,2.579999924,30400,1005.53873317149,53400,35,2870.90384615385,20800,29,0.834146321,3
0.25999999,0.939999998,1.5,6.150000095,97.34999847,60618.46,2.75999999,25700,1163,46500,194,952,9800,125,0.701121807,3
0.150000006,1.75999999,2.079999924,6.619999886,96.26000214,66422.48,2.720000029,29400,3712,47700,421,2460,14200,295,0.771843553,3
0,2.220000029,2.630000114,8.619999886,95.47000122,71469.52,2.549999952,39700,1005.53873317149,61300,32,2870.90384615385,21300,14,0.890495896,2
0.230000004,4.610000134,4.789999962,8.609999657,92.43000031,70833.22,2.890000105,30300,485,53900,43,390,15700,51,0.806569338,3
0,3.289999962,3.910000086,11.98999977,93.30000305,75732.77,2.809999943,38600,1005.53873317149,54400,53,323,13200,48,0.787831485,2
0.400000006,3.059999943,3.190000057,6.619999886,95.41999817,68899.21,2.769999981,29400,251,44600,39,248,7200,70,0.579545438,3
0.319999993,1.460000038,1.74000001,6.739999771,96.56999969,60287.14,3.450000048,34300,690,62300,69,835,17000,100,0.819506705,3
0.059999999,3.359999895,3,10.13000011,93.98999786,76939.14,2.49000001,41000,1351,62000,128,815,18700,97,0.851800561,2
0.379999995,4.28000021,3.75999999,9.720000267,92.16999817,77261.17,2.450000048,17500,74,28400,24,2870.90384615385,5600,31,0.459893048,3
0.400000006,5.699999809,3.869999886,9.510000229,92.15000153,71786.79,2.849999905,29800,699,59500,113,1223,13700,121,0.784555972,2
0.610000014,3.50999999,2.779999971,7.010000229,95.08000183,66941.62,2.779999971,20900,467,39500,98,4654,7600,74,0.661179721,3
0.589999974,10.35000038,5.949999809,9.829999924,87.30999756,60253.58,3.579999924,26300,562,40400,228,1273,6500,210,0.615305066,1
0.170000002,1.899999976,3.369999886,5.289999962,96.12000275,56697.45,2.890000105,29700,896,43000,115,567,12800,71,0.722722709,1
0.689999998,21.81999969,5.449999809,8.659999847,86.63999939,56852.02,4.489999771,19300,1005.53873317149,25100,246.163120567376,64,7870.1794231206,35,0.38271606,1
0.129999995,10.64999962,2.440000057,6.46999979,96.06999969,56463.98,3.470000029,23900,318,40500,70,89,7400,151,0.605122745,1
0.400000006,6.570000172,3.400000095,8.859999657,92.09999847,72326.62,2.839999914,29400,709,55000,101,141,12400,83,0.779527545,2
0.219999999,0.689999998,3.809999943,4.130000114,97.33999634,56264.46,2.670000076,22600,1437,42500,268,969,8300,173,0.635216355,1
0.389999986,1.149999976,1.519999981,6.46999979,97.18000031,58812.13,2.900000095,23500,564,43900,94,580,7200,112,0.647133768,1
0.100000001,1.799999952,2.319999933,7.889999866,95.61000061,68678.3,2.680000067,29800,2291,50800,199,1645,15600,147,0.803146243,3
0.819999993,6.820000172,4.409999847,10.93999958,92.19000244,67847.58,2.910000086,70800,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,14100,10,0.896226406,2
0.379999995,4.679999828,3.420000076,8.880000114,92.59999847,72630.6,2.74000001,24600,1574,43000,341,1891,8900,280,0.676340401,3
0.239999995,57.18000031,2.140000105,5.880000114,97.51000214,38329.94,5.46999979,23200,777,35300,307,532,7300,128,0.595881581,1
0.629999995,33.29000092,5.179999828,8.470000267,93.98000336,57705.44,3.779999971,36500,296,45100,66,633,10000,93,0.725631773,3
0.349999994,19.70999908,1.679999948,4.210000038,98.22000122,44968.64,3.289999962,16400,86,37400,18,154,10300,25,0.617647052,1
0.49000001,21.04000092,2.150000095,6.210000038,96.19999695,49437.48,3.789999962,14700,25,42605.7426151622,30,2870.90384615385,2900,42,0.233009711,1
0.370000005,69.54000092,1.110000014,4.829999924,98.95999908,31725.82,6.150000095,16900,491,26400,302,578,4000,177,0.371060163,1
0.610000014,35.29000092,1.25,6.920000076,97.72000122,46380.58,4.239999771,17100,310,27300,136,1032,3800,189,0.411842108,1
0.330000013,44.36000061,1.029999971,4.349999905,98.69999695,36781.58,4.78000021,27400,847,33400,483,955,5600,310,0.516883135,1
0.579999983,64.83000183,1.210000038,5.25,98.86000061,34441.99,7.389999866,12900,34,42605.7426151622,16,2870.90384615385,4400,35,0.201612905,1
0.239999995,52.77999878,1.600000024,5.789999962,98.34999847,39124.62,5.909999847,24800,722,41100,213,562,11300,105,0.682743847,1
0.319999993,34.31999969,1.899999976,4.150000095,98.29000092,38982.31,3.920000076,26000,755,36200,363,727,6100,205,0.533460796,1
0.389999986,44.18999863,1.120000005,6.769999981,98.16999817,39271.45,4.900000095,24600,1162,33600,492,1117,5300,278,0.495305151,1
0.579999983,56.22000122,0.959999979,6.329999924,98.62000275,41615.06,4.949999809,13700,45,26400,35,92,4000,38,0.264705896,1
0.340000004,49.90000153,1.419999957,7.139999866,98.20999908,46418.66,4.619999886,22800,2814,32900,1467,2709,6100,761,0.488475651,1
0.389999986,48.77000046,1.24000001,6.429999828,98.48999786,42093.69,4.670000076,23100,1012,34400,548,1793,6800,284,0.536684811,1
0.370000005,26.81999969,1.409999967,4.360000134,98.5,43986.94,3.660000086,24000,1216,33500,540,2018,6300,318,0.527707815,1
0.25,57.91999817,2.720000029,6.78000021,97.08999634,43401.54,5.329999924,23400,1451,36100,580,1001,6900,233,0.580310881,1
0.219999999,31.79999924,1.299999952,4.829999924,98.27999878,39498.72,3.980000019,28200,1435,33200,749,1051,5400,418,0.530114472,1
0.360000014,39.97999954,1.340000033,4.949999809,98.66999817,39785.2,4.409999847,26600,886,35500,458,1113,6100,258,0.475618362,1
0.050000001,25.29999924,3.859999895,9.609999657,95.27999878,56763.17,3.789999962,36200,288,49100,33,112,9700,26,0.788405776,3
0.300000012,64.19000244,1.25999999,5.190000057,98.81999969,34157.58,7.119999886,30500,889,29000,472,791,6600,265,0.454394698,1
0.209999993,26.53000069,2.220000029,8.130000114,96.91000366,53374.26,3.640000105,64000,2534,51000,410,2038,12300,304,0.773342133,2
0.330000013,37.09999847,1.299999952,5.639999866,98.09999847,43147.25,4.400000095,26000,400,42600,131,590,9500,68,0.705667257,1
0.280000001,63.22000122,2.25,5.099999905,98.01999664,34674.56,6.880000114,19100,544,30400,260,427,5700,153,0.450684935,1
0.289999992,35.45000076,1.649999976,8.300000191,97.69999695,52824.92,3.890000105,32400,633,43400,145,637,12400,78,0.758953154,3
0.50999999,28.21999931,1.289999962,3.960000038,98.41000366,39150.22,3.779999971,29139.2573970219,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,7870.1794231206,19,0.218181819,1
0.419999987,20.79000092,2.349999905,5.820000172,96.08999634,50402.22,4,26000,1631,35100,783,1778,5900,701,0.553114772,1
0.150000006,32.81000137,1.769999981,7.239999771,97.58000183,46465.5,4.300000191,36400,2568,46600,590,1770,12300,329,0.767454326,1
0.230000004,18.71999931,1.610000014,4.010000229,98.54000092,41644.12,3.220000029,21400,931,34400,444,926,5800,199,0.547169805,1
0.319999993,33.09000015,1.769999981,4.960000038,98.08999634,48010.47,3.99000001,23400,1577,34900,774,1943,5900,430,0.528441191,1
0.330000013,25.70000076,1.370000005,5.889999866,98.09999847,40910.57,4.289999962,28200,1032,36800,549,1264,5600,367,0.516425729,1
0.090000004,60.43000031,3.210000038,4.889999866,96.75,41256.82,6.039999962,17800,383,27800,180,244,4800,55,0.452380955,1
0.319999993,42.25,1.159999967,4.150000095,98.93000031,35315.79,4.75,39800,625,35100,377,608,5800,197,0.516355157,1
0.239999995,28.97999954,1.830000043,6.71999979,97.23000336,46990.98,3.99000001,38700,3111,43600,839,2342,11100,498,0.717147052,1
0.589999974,54.90999985,0.959999979,8.159999847,98.44999695,46960.46,4.710000038,15600,1005.53873317149,27700,14,2870.90384615385,7870.1794231206,17,0.422222227,1
0.07,56.11999893,3.319999933,7.010000229,96.77999878,44758.77,5.420000076,22600,318,33200,120,153,7400,32,0.56491226,1
0.379999995,28.47999954,2.400000095,5.96999979,96.87000275,45401.66,4.010000229,30400,451,44800,159,634,7000,112,0.664968133,1
0.319999993,11.89000034,5.059999943,9.770000458,94.44999695,67638.05,2.849999905,44900,307,50200,38,297,13500,55,0.773076952,2
0.159999996,4.409999847,6.360000134,6.059999943,95.62000275,54103.44,3.269999981,25700,209,31800,41,102,4700,69,0.550522625,1
0.360000014,4.199999809,2.430000067,7.360000134,97.44000244,67775.29,2.640000105,15200,1005.53873317149,28200,14,2870.90384615385,7870.1794231206,14,0.300000012,3
0.600000024,1.559999943,2.059999943,6.53000021,97.44000244,48211.36,3.160000086,23500,87,51200,18,235,11600,32,0.767123282,1
0.419999987,7.949999809,4.809999943,6.639999866,95.98000336,59014.41,3.400000095,26800,67,42605.7426151622,17,44,4400,22,0.567567587,1
0.720000029,6.760000229,0.910000026,5.199999809,98.5,45946.14,3.529999971,22900,31,44800,246.163120567376,86,5600,21,0.544642866,1
0.180000007,7.460000038,5.679999828,7.010000229,94.43000031,57236.66,3.200000048,20300,183,32900,41,78,4200,13,0.591549277,1
0.310000002,4.659999847,2.349999905,5.369999886,97.45999908,49478.5,3.339999914,24100,419,44200,105,566,11000,62,0.709183693,1
0.159999996,6.96999979,2.519999981,7.659999847,96.80999756,57730.2,3.019999981,36800,2272,45000,326,1579,9800,313,0.736136973,3
0.300000012,1.279999971,0.779999971,3.559999943,99.06999969,42316.1,2.339999914,22300,1005.53873317149,42605.7426151622,14,2870.90384615385,7870.1794231206,12,0.576271176,1
0.579999983,8.739999771,5.199999809,9.149999619,94.55999756,61070.83,2.930000067,46700,39,53500,246.163120567376,39,7870.1794231206,26,0.617647052,2
0.610000014,8.420000076,1.75,13.59000015,95.76000214,51493.94,3.25,22200,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,7870.1794231206,17,0.666666687,1
0.680000007,12.09000015,5.840000153,8.550000191,92.90000153,56190.76,3.299999952,29900,909,48200,234,3460,8400,433,0.726661384,3
0,4.28000021,8.18999958,8.850000381,93.37000275,61289.57,3.160000086,22000,1005.53873317149,34500,26,2870.90384615385,4400,20,0.541095912,3
0.419999987,0.810000002,3.630000114,4.420000076,97.01000214,42707.91,3.220000029,20700,558,36100,221,940,5200,162,0.536486506,1
0.100000001,5.360000134,4.590000153,5.559999943,95.59999847,52894.01,3.220000029,23300,416,42300,59,234,10700,25,0.768292665,1
0.479999989,2.470000029,2.25,5.96999979,96.77999878,45736.92,3.180000067,26300,660,40300,128,865,6300,224,0.650835514,1
0.409999996,1.230000019,1.149999976,4.920000076,97.97000122,54108.43,2.730000019,23100,454,36300,159,759,7000,134,0.517105281,1
0.49000001,48.84000015,1.25999999,5.059999943,97.80000305,47039.24,5.679999828,14500,35,22200,25,2870.90384615385,7870.1794231206,15,0.276785702,1
0.649999976,18.77000046,5.440000057,6.760000229,95.05999756,58634.45,3.450000048,21500,51,33800,27,942,2600,82,0.646103919,1
0.140000001,4.579999924,4.949999809,7.230000019,95.08999634,58696.81,3.160000086,29500,653,39800,98,381,9000,79,0.668711662,1
0.529999971,24.81999969,1.49000001,9.289999962,96.04000092,60924.15,3.950000048,31400,404,44600,53,577,11700,68,0.791899443,3
0.400000006,1.75,1.860000014,6.050000191,97.61000061,46350.82,3.400000095,24200,1761,36000,673,2389,6000,453,0.526064098,1
0.310000002,4.5,1.529999971,4.760000229,98.08999634,48193.05,3.329999924,26600,258,39400,42,279,6800,51,0.702380955,1
0.379999995,58.65000153,1.820000052,6.71999979,96.37999725,43579.52,6.559999943,22000,215,32900,148,534,6400,53,0.561046541,1
0.170000002,15.52000046,1.320000052,6.369999886,97.27999878,59487.63,3.619999886,19600,356,35400,68,363,5800,57,0.649509788,1
0.449999988,60.97999954,5.630000114,5.960000038,95.54000092,39572.36,6.130000114,11200,1005.53873317149,42605.7426151622,11,2870.90384615385,7870.1794231206,16,0.225806445,1
0.330000013,10.68999958,3.980000019,6.789999962,96.40000153,60641.49,3.269999981,14600,77,42605.7426151622,19,2870.90384615385,3400,28,0.41772151,1
0.370000005,2.119999886,1.120000005,4.170000076,98.38999939,60904.47,3.359999895,23100,623,37100,189,994,6900,199,0.569105685,1
0.670000017,17.94000053,2,9.399999619,95.65000153,63458,3.579999924,37600,117,69900,246.163120567376,319,23100,20,0.850746274,2
0.100000001,6.309999943,6.300000191,10.96000004,93.01999664,67668.37,2.690000057,21200,222,35100,35,138,6000,34,0.492063493,3
0.879999995,5.510000229,9.390000343,10.93000031,91.23000336,66836.27,3.420000076,141600,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,50900,2,0.980769217,2
0.170000002,30.42000008,3.829999924,7.159999847,94.88999939,50439.72,4.340000153,30000,688,35400,226,592,6600,151,0.609493017,1
0.310000002,11.56999969,3.609999895,8.029999733,95.86000061,68730.21,3.200000048,32900,1483,49300,164,1352,11900,155,0.741319418,3
0.170000002,3.869999886,1.279999971,6.179999828,97.93000031,51298.36,2.799999952,26700,502,50700,109,53,11100,70,0.723154366,1
0.649999976,6.989999771,3.069999933,9.090000153,95.34999847,63720.92,3.039999962,46700,36,52600,246.163120567376,57,8600,49,0.657777786,2
0.49000001,18.86000061,5.110000134,6.900000095,95.26999664,57556.72,3.599999905,25000,1928,39600,782,3256,5800,809,0.572301984,1
0.417103848089873,12.7999290103605,13.0713443534182,7.86050931752731,88.9452664992068,58099.0155001075,3.84046246857668,28700,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,15800,0,0.821428597,3
0.319999993,7.579999924,1.600000024,9.130000114,96.41000366,70678.19,2.809999943,33300,636,55500,59,791,14500,76,0.835731387,2
0.330000013,6.880000114,1.360000014,7.820000172,97.43000031,53158.53,2.730000019,16000,54,27000,21,2870.90384615385,7870.1794231206,9,0.602409554380489,1
0.569999993,5.380000114,1.210000038,6.170000076,97.69000244,48083.43,3.200000048,15700,115,26200,52,508,3200,84,0.366795361,1
0.620000005,26.76000023,1.450000048,7.300000191,96.69999695,59330.31,4.179999828,14500,82,29800,19,232,3900,67,0.4573991,1
0.370000005,2.029999971,0.850000024,3.5,98.79000092,42468.14,3.710000038,21100,602,34500,279,689,3800,197,0.510721266,1
0.280000001,9.359999657,2.730000019,6.760000229,96.58999634,62761.71,3.329999924,25900,387,39800,65,396,8100,59,0.688888907,3
0.349999994,2.180000067,3.230000019,5.510000229,97.01000214,46217,3.49000001,28500,925,40400,258,966,8000,270,0.655379593,1
0.100000001,9.890000343,5.900000095,6.389999866,94.43000031,56022.44,3.200000048,25600,628,37400,109,262,7900,99,0.688085675,1
0.180000007,10.48999977,2.470000029,5.639999866,97.70999908,51145.93,3.390000105,26400,1368,40500,350,1076,8800,188,0.653612792,1
0.07,8.109999657,2.309999943,10.96000004,95.69000244,66484.66,2.869999886,46800,5673,53700,535,3229,15500,409,0.811739326,2
0.319999993,14.80000019,4.650000095,9.409999847,94.95999908,63187.36,3.150000095,51800,1616,54600,288,1549,11200,313,0.769647717,2
0.079999998,6.199999809,2.190000057,7.929999828,96.38999939,59935.86,3.049999952,49700,1106,75200,117,333,18400,132,0.871846616,2
0.349999994,19.54000092,1.720000029,9.149999619,95.91999817,64068.51,3.619999886,34000,1710,50100,255,1708,11800,350,0.757648647,3
0.330000013,6.289999962,1.389999986,8.680000305,97.37000275,47003.85,3.019999981,22200,777,35500,265,986,7500,195,0.560344815,1
0.629999995,2.960000038,1.950000048,4.980000019,98.68000031,48198.58,3.190000057,24600,28,42605.7426151622,10,54,7870.1794231206,14,0.661538482,1
0.550000012,0.779999971,3.839999914,4.619999886,96.88999939,43315.79,3.299999952,17700,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,7870.1794231206,13,0.266666681,1
0.01,6.400000095,2.25,9.039999962,96.36000061,64318.95,2.819999933,34300,1180,47400,113,703,14000,76,0.817584217,3
0.059999999,4.389999866,2.220000029,6.659999847,97.58000183,55791.06,2.769999981,26300,1716,42800,275,1195,12100,136,0.782561898,1
0.059999999,3.180000067,4.869999886,6.590000153,95.73999786,54292.89,3.180000067,24600,243,34700,57,72,5400,50,0.489361703,1
0.029999999,2.529999971,2.900000095,4.960000038,97.25,46804.8,3.269999981,22400,406,36900,142,300,9300,49,0.648888886,1
0.74000001,11.18999958,23.39999962,7.150000095,88.51999664,57220.12,3.539999962,32700,469,54700,96,1624,13100,323,0.79443723,3
0.360000014,33.74000168,1.460000038,6.380000114,96.81999969,50380.57,4.909999847,22100,76,42605.7426151622,23,2870.90384615385,5000,33,0.433962256,1
0.689999998,4.03000021,1.019999981,4.260000229,98.58000183,35879.7,3.950000048,29139.2573970219,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,7870.1794231206,11,0.602409554380489,1
0.239999995,19.13999939,1.399999976,7.320000172,96.94000244,60188.55,3.799999952,30400,671,54100,99,49,10300,65,0.789877295,3
0.610000014,9.289999962,4.079999924,10.31999969,95.26000214,65716.12,2.589999914,39300,38,72500,246.163120567376,2870.90384615385,18400,7,0.929411769,2
0.189999998,9.909999847,4.610000134,10.40999985,94.94999695,68699.32,2.680000067,39000,416,58200,43,364,12700,38,0.793749988,2
0.560000002,1.340000033,1.139999986,5.949999809,96.73000336,41036.2,3.599999905,25300,63,38900,27,92,7100,66,0.538461566,1
0.119999997,11.93000031,3.75999999,11.56000042,93.77999878,72169.74,3.039999962,52400,1789,60800,150,1206,18600,152,0.860907733,2
0.469999999,3.700000048,3.279999971,5.96999979,96.54000092,44506.79,3.150000095,29139.2573970219,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,7870.1794231206,7,0.602409554380489,1
0.730000019,13.22000027,1.039999962,3.160000086,99.23000336,37213.92,4.099999905,18800,1005.53873317149,42605.7426151622,246.163120567376,2870.90384615385,7870.1794231206,15,0.593023241,1
0.430000007,21.65999985,2.24000001,6.429999828,97.09999847,59406.69,3.730000019,25900,54,35300,17,37,7870.1794231206,19,0.574999988,1
0.029999999,5.869999886,2.160000086,8.31000042,95.62000275,64533.67,2.99000001,44000,371,132300,17,189,33300,9,0.933333337,2
0.439999998,39.54000092,1.639999986,7.710000038,95.93000031,52224.44,5.110000134,23200,2895,33900,1395,4228,5200,1021,0.530141115,1
0.280000001,3.049999952,2.700000048,5.929999828,97.04000092,49841.76,3.230000019,26000,607,41200,107,663,9200,176,0.670899451,1
0.289999992,1.600000024,1.279999971,4.010000229,98.20999908,35977.85,3.609999895,25000,388,35500,149,378,7000,122,0.506920397,1
0.529999971,6.21999979,3.559999943,12.06999969,95.33999634,77463.96,2.220000029,29600,29,42605.7426151622,246.163120567376,2870.90384615385,7870.1794231206,3,0.907692313,3
0.629999995,48.72999954,1.659999967,6.369999886,96.11000061,44081.68,6.309999943,17000,100,29200,43,609,3400,84,0.432098776,1
0.360000014,3.910000086,2.819999933,5.960000038,96.86000061,44854,3,22800,682,35500,198,914,6900,184,0.577519357,1
0.200000003,9.380000114,4.789999962,9.869999886,94.09999847,61398.11,3.180000067,35900,205,42200,36,2870.90384615385,8500,19,0.577777803,3
0.230000004,10.34000015,1.450000048,5.980000019,97.75,51305.92,3.480000019,28500,1851,40300,354,1528,10500,214,0.733305156,1
0.150000006,3.910000086,1.970000029,7.380000114,97.12999725,56273.4,3.039999962,32900,3761,43300,558,2513,11900,444,0.74047786,3
0.370000005,6.429999828,1.120000005,3.819999933,98.68000031,36416.13,3.819999933,20800,643,33400,365,906,5000,218,0.504257321,1
0.389999986,1.929999948,1.649999976,3.960000038,98.48000336,42060.96,2.569999933,22600,330,38700,98,498,7800,91,0.55510205,1
0.219999999,11.02999973,6.440000057,15.93999958,89.26999664,79298.58,3.039999962,73000,949,79300,67,506,21300,125,0.86122793,2
0.310000002,12.27000046,3.170000076,9.899999619,94.56999969,66464.45,3.160000086,33100,893,48100,112,872,10600,137,0.728395045,3
0.029999999,5.980000019,2.220000029,8.670000076,96.43000031,62575.25,2.809999943,34200,1005.53873317149,44500,36,116,10800,15,0.823008835,3
0.129999995,5.019999981,3.650000095,8.399999619,96.26000214,66156.47,2.640000105,31800,475,54900,39,184,11900,38,0.778571427,3
0.310000002,5.630000114,2.839999914,8.319999695,96.30999756,58051.44,2.829999924,27800,281,41800,37,362,10200,42,0.690909088,1
0.449999988,0.150000006,1.470000029,5.369999886,97.90000153,33376.92,14.97000027,15600,91,22700,65,118,1800,100,0.34803921,1
0.370000005,0.569999993,2.880000114,6.670000076,97.30999756,44236.75,4.119999886,44900,437,63700,88,282,9600,90,0.67335242,2
0.090000004,0.920000017,4.420000076,8.68999958,95.13999939,55326.09,3.529999971,30100,433,54100,31,218,11900,42,0.766292155,3
0.319999993,1.440000057,2.24000001,4.360000134,97.68000031,44271.76,3.519999981,35100,149,43600,41,92,7000,38,0.574803174,1
0.409999996,0.039999999,2.519999981,4.329999924,99.38999939,35139.37,9.949999809,20100,33,42605.7426151622,19,55,7870.1794231206,22,0.371794879,1
0.409999996,0.610000014,3.369999886,6.440000057,97.66000366,48720.57,3.619999886,29100,1041,44700,208,1008,7100,283,0.642533958,1
0.50999999,0.180000007,1.549999952,6.170000076,97.33000183,45666.55,4.610000134,29400,218,38400,96,381,3700,130,0.465116292,1
0.330000013,0.150000006,1.450000048,3.700000048,97.75,34283.53,10.52000046,16700,28,42605.7426151622,10,38,7870.1794231206,26,0.463414639,1
0.479999989,0.100000001,1.25999999,2.75,98.88999939,33307.72,11.15999985,20600,71,28800,41,60,2200,74,0.319444448,1
0.560000002,1.149999976,2.380000114,6.599999905,96.05999756,45731.09,3.900000095,24200,209,40500,63,500,5900,116,0.524953783,1
0.319999993,1.649999976,5.730000019,6.429999828,93.86000061,48623.58,4.110000134,32800,150,39100,42,166,7000,99,0.621776521,1
0.430000007,0.219999999,1.549999952,9.260000229,97.54000092,50421.45,3.390000105,26400,208,40600,60,208,5000,98,0.592592597,1
0.340000004,0.039999999,2.480000019,3.940000057,98.81999969,37616.43,10.64999962,19200,64,24800,37,77,1400,47,0.261904776,1
0.330000013,0.50999999,2,5.409999847,97.93000031,43823.67,3.380000114,33800,173,48100,49,169,7200,38,0.529166639,1
0.370000005,0.569999993,2.880000114,6.670000076,97.30999756,44236.75,4.119999886,44900,437,63700,88,282,9600,90,0.67335242,2
0.180000007,0.819999993,2.869999886,9.050000191,96.09999847,53207.14,3.789999962,36000,2611,50900,418,1270,10200,292,0.703750789,3
0.280000001,0.860000014,2.589999914,9.130000114,96.19999695,50573.68,4.179999828,41200,2571,42000,516,1946,8100,548,0.653761685,1
0.370000005,1.080000043,2.190000057,5.71999979,96.90000153,43741.63,5.150000095,27700,317,50800,62,237,7200,86,0.668181837,1
0.200000003,0.959999979,4.199999809,6.579999924,96.45999908,51454.11,4.039999962,35000,309,44700,54,160,8100,44,0.774647892,1
0.5,0.330000013,2.980000019,5.400000095,97.77999878,38152.14,7.53000021,25600,116,32800,61,204,3900,100,0.432786882,1
0.25999999,0.74000001,3.50999999,6.840000153,96.25,47125.83,3.650000095,32800,335,36400,98,239,5300,65,0.615925074,1
0.090000004,1.049999952,4.53000021,4.380000114,96.73000336,50466.1,2.319999933,17900,89,42605.7426151622,22,2870.90384615385,7870.1794231206,21,0.236559138,1
0.74000001,8.029999733,6.039999962,8.270000458,93.98000336,63424.91,2.690000057,40900,402,66100,68,1659,16700,154,0.838211834,2
0.349999994,5.019999981,4.150000095,7.900000095,95.44999695,61065.74,2.380000114,30200,174,59400,14,288,18500,13,0.869565189,3
0.519999981,1.679999948,3.160000086,8.600000381,95.55999756,58151.07,2.319999933,24200,78,56700,246.163120567376,2870.90384615385,18900,2,0.876712322,3
0.370000005,0.49000001,6.650000095,5.400000095,95.30999756,49654.04,2.25999999,24300,1162,38200,342,1221,6800,242,0.551745653,1
0.180000007,1.159999967,5.75,6.170000076,96.87999725,47191.79,2.849999905,44000,639,45200,124,416,9400,69,0.707750976,1
0.159999996,1.700000048,3.910000086,7.329999924,95.76000214,55443.76,2.170000076,16400,128,26400,25,2870.90384615385,3600,20,0.282442749,1
0.039999999,3.650000095,7.360000134,7.300000191,94.48000336,60450.28,2.5,29900,356,47200,37,186,11500,44,0.696832597,3
0.119999997,4.590000153,5.239999771,9.850000381,93.19000244,68443.5,2.539999962,51700,1078,65000,80,650,19200,62,0.885199249,2
0.239999995,2.549999952,5.329999924,7.53000021,94.98999786,57123.16,2.339999914,33200,496,46600,72,310,16400,37,0.806722701,3
0.270000011,5.619999886,4.679999828,7.590000153,95.33999634,60446.7,2.630000114,24800,121,38600,18,105,5300,39,0.603773594,3
0.02,1.529999971,5.559999943,7.159999847,95.76999664,58174.49,2.140000105,28200,466,45800,48,179,15400,16,0.764267981,3
0.419999987,7.070000172,5.539999962,6.309999943,95.19000244,49175.25,2.890000105,12500,146,23800,58,283,3800,72,0.233226836,1
0.109999999,1,5.260000229,6.519999981,96.33999634,51335.53,2.150000095,36600,1589,45700,256,819,12400,133,0.754061639,3
0.579999983,6.96999979,3.660000086,6.730000019,95.58999634,55118.47,3.130000114,33500,1698,39100,675,37413,6200,606,0.653493702,2
0.419999987,4.159999847,3.970000029,8.529999733,95.41999817,66507.51,2.180000067,28900,154,59000,13,272,15600,11,0.778350532,3
0.560000002,12.27000046,6.150000095,7.889999866,93.90000153,60133.75,2.970000029,24800,826,39200,312,2126,5000,462,0.554019451,3
0.310000002,0.860000014,4.639999866,4.639999866,97.68000031,47674.87,2.130000114,25800,499,38900,143,445,5500,110,0.580808103,1
0.090000004,1.899999976,4.840000153,5.75,95.91999817,56723.06,2.180000067,29700,427,50300,59,170,9300,19,0.771784246,3
0.059999999,2.24000001,4.849999905,6.309999943,96.30000305,55294.1,2.480000019,19400,1005.53873317149,42605.7426151622,11,31,7870.1794231206,11,0.5,1
